"","Year","Country","All Industries","Mining","Utilities","Total Manufacturing","Food Manufacturing","Chemicals Manufacturing","Primary and Fabricated Metals Manufacturing","Machinery Manufacturing","Computers and Electronic Products Manufacturing","Electrical Equipment, Appliances, and Components Manufacturing","Transportation Equipment Manufacturing","Wholesale Trade","Information","Finance (except depository institutions) and Insurance","Professional, Scientific, and Technical Services","Other Industries"
"196",2004,"Egypt",1175,1116,0,-54,3.54069016252243,-16,10.9818153316847,16,2,27.7591442070536,0,35,4,162.599268935623,127.159734690984,66
"197",2005,"Egypt",1728,1602,0,-15,-29.2458392608268,8,26.126853661901,49.9277628627747,2,-7.78814335764704,0,53,4,130.525652217525,-14.1031013896008,76
"198",2006,"Egypt",2045,1901,0,24,-14,20,27.1977252401823,128.489259260337,84.8110959711217,-31.1871372117707,0,75,4,429.790794723438,-63.0309176691073,33
"199",2007,"Egypt",2463,2282,0,36,3,18,29.9715597457542,76.3296578484218,78.6225674842163,-18.0869518672828,0,99,4,-3.91940034449581,76.9971729951857,32
"200",2008,"Egypt",3422,3165,0,113,1,36,41.7932999298099,204.261758884634,-56.8940426454762,71.3649815584584,0,87,4,1088.97047499494,-103.878757286877,34
"201",1999,"Europe R",385,284,-29,18,-21,7,385.813346997883,-22.4427300911425,-1,-1.24490142541279,1,20,2,-95.9194620944093,20,-145.281844901215
"202",2000,"Europe R",1434,1262,-23,82,22.5880535194737,9,385.18483089885,0.408455006079748,-2,-26.4673124556755,4,18,0.102602750412188,85,3,7
"203",2001,"Europe R",1327,904,-90,236,1,10,437.119021074109,-2,-2,-75.6367898560555,816.649615972541,142,-21,61,6,89
"204",2002,"Europe R",1187,839,33,249,25.3641622412314,76,437.017219302924,0.0970043067354709,-2,28.4281634798704,142.564573235602,65,-82,42,6,36
"205",2003,"Europe R",2591,1997,-64.1022016985416,415,37.033399336077,156.278696593996,383.873647768398,28,-2,-2,-7,112,-68,49,8,-506.516057435437
"206",2004,"Europe R",4229,3087,-9.4990840602004,756,49,109.426096627483,430,18,-54.7899801454167,-2,29,243,71.8219209664204,-0.301258092927947,-53.717945427933,-1016.578702407
"207",2005,"Europe R",5773,4418,-61.8482156762447,1002,62,432.966609693589,543,21,9.68372787078176,-6,31,307,123.835853719175,586.093131267884,-118.934671926453,-1778.85036294268
"208",2006,"Europe R",8854,6686,45.4133215987141,1395,88,325.320682143151,755,23,-30,7,86,389,33,447.057451968938,671.525255114974,-3.6178422495399
"209",2007,"Europe R",13599,11295,-80.4703065865453,1581,56,367.950886931072,765,35,54,2,-38,680.595433961259,-18,101,290.790920653948,-538.5071380854
"210",2008,"Europe R",16116,14033,-83.7596297834533,1658,63,167.966197015296,611,31,44,11.7539487866279,-1,25.0212673708173,-93,94,642.441636311039,-473.832324318638
"211",1999,"Finland",550,0,0,384,45.7007833889456,101,21.3865200623295,7,172,0.0266212867572904,512.501122469882,132,-2,10,16,10
"212",2000,"Finland",589,0,0,363,2,47,42.266842801376,10,154,0.253579076263122,21,220,-6,10,16,-14
"213",2001,"Finland",542,0,0,288,2,62,26.9427692227097,11,101,3,18,209,-5,13,24,12
"214",2002,"Finland",509,0,0,237,2,64,56,10,48,13.3422126207536,17,214,-4,17,40,5
"215",2003,"Finland",493,0,0,104,3,20,31.2172494701621,11,22,4,21,292,3,7,50,37
"216",2004,"Finland",558,0,0,345,0,57,37.6842436670785,76,91,-12.1572739597664,5,137,38,14,55,-30
"217",2005,"Finland",559,0,0,339,0,44,11.2323008127086,129,131,40.0299415784499,94.4286645548008,75,38,16,81,11
"218",2006,"Finland",565,0,0,308,0,44,41.5925193446265,116,38,7.76521477131031,328.375512798274,164,39,43,104,-93
"219",2007,"Finland",892,0,0,594,7.92249299559316,59,22,158,118,-32.3094895814396,114.513590649599,243,41,45,111,-142
"220",2008,"Finland",844,0,0,538,-10.3407823877961,48,23,188,148,25.519675819973,-47.1205472539863,209,29,49,111,-92
"221",1999,"France",4591,85.5788317286748,0,3775,299,1564,108,405,417,110,392,359,-160,275,247,598.293934347195
"222",2000,"France",4870,3,0,3301,283,1454,-56,299,558,137,-117,1035,-281,423,213,176
"223",2001,"France",4385,-11,0,2830,317,1256,21,226,387,163,-195,1091,-199,295,150,229
"224",2002,"France",3840,7,-161.340527500931,2776,372,985,39,290,279,132,-34,715,-595.34167592776,432,-265,-229.830833222563
"225",2003,"France",6230,27,0,3478,383,1278,235,239,-198,84,588,1682,-330,806,232,334
"226",2004,"France",8522,40,-2,4676,506,1776,109,584,-28,171,419,2471,-79,849,212,355
"227",2005,"France",8431,49,-2,4685,391,1762,-235,848,517,157,-5,2718,-63,950,96,-2
"228",2006,"France",7425,18,-2,3771,324,515,72,984,447,159,-46,1955,348,1194,190,-50
"229",2007,"France",9042,33,-1,4895,415,1290,77,744,770,169,-36,2175,493,1330,289,-171
"230",2008,"France",8928,44,6,5870,417,1266,112,1117,729,135,-259,1811,440,1589,547,-1378
"231",1999,"Germany",7652,699.421961259119,218.885539246629,5622,490,937,270,494,1619,332,-128,757,441,427,265,2173.41035263553
"232",2000,"Germany",8965,557.816444241425,3.91091377173698,4402,347,1108,185,432,1085,299,-668,3483,11,368,541,-248
"233",2001,"Germany",8465,1072.06727168344,-48,5125,317,1022,298,389,924,367,197,3216,181,532,303,-688.994592520964
"234",2002,"Germany",5662,374,19,3573,299,1128,145,350,26,191,104,1864,27,503,317,-1015
"235",2003,"Germany",7273,1403.96615873708,13,3226,399,1488,317,441,-106,445,-1279,3017,142,2160,330,-776.116072351177
"236",2004,"Germany",6527,485,-434.158213180984,3502,312,1255,358,508,184,374,-1708,2735,107,941,416,10242.3172910334
"237",2005,"Germany",9969,477,-709.197752155818,5692,421,1677,351,818,847,363,-916,2368,460,1278,388,14096.0897948611
"238",2006,"Germany",13026,733,301.993860319448,8085,308,1895,527,1147,1300,718,-349,3235,534,831,314,-577.465529236803
"239",2007,"Germany",13597,402,-64.2254564275139,9822,308,1773,554,1373,1346,357,1488,1758,486,1601,586,-1878.77477999613
"240",2008,"Germany",14374,1351.93375940794,235.628942771297,9378,362,2228,708,1707,1618,371,-329,2327,501,1399,948,-1150
"241",1999,"Greece",326,0.157799876760691,0,168,32,108,57.6364491472357,0,0.462986504542641,0,0,115,-1,38,0.425800554337911,6
"242",2000,"Greece",222,0.11392777482979,0,133,24,84,15,0,108.08717483907,0,0,62,0.071480889688246,29,-1,0.301598660415038
"243",2001,"Greece",323,0.0389050394296646,0,102,14,59,13,0,-40.4778692857265,0,0,189,0.0601689275354147,35,1,-5
"244",2002,"Greece",290,0.0850389201659709,0,122,28,67,14,0,-27.0910497983861,0,0,153,-1,44,0.287953465129249,-29
"245",2003,"Greece",364,0.160547589766793,0,121,13,77,11,0,4,0,0,243,-1,44,0.169802892371081,-43
"246",2004,"Greece",568,2,0,189,18,146,22.8861170989687,2.904091263788,3.2718649251018,0,0,333,8,44,-1,-6
"247",2005,"Greece",451,2,0,193,26,116,12.6341260971012,-5.56080075819274,3.18369267597252,0,0,236,8,37,0.152947795228101,-25
"248",2006,"Greece",437,2,0,158,32,146,4.03119577339502,16.0666512349215,-23.7884467798167,0,0,249,8,47,5,-33
"249",2007,"Greece",638.074374572611,2,0,279,36,160,33.4586037460045,70.8340625212603,133.872236496741,0,0,325.074374572611,9,43,14,-34
"250",2008,"Greece",728,2,0,393,129,154,30.5452742279846,-21.3569927867344,49.2789854287201,0,0,309,9,40,11,-35
"251",1999,"Honduras",52,0,0.298810572712682,72,16,86.4451846955696,0,0,0,57.7969214780544,286.919899869295,8,0.0198560216231272,26.9061752960503,0,-1350.35919954553
"252",2000,"Honduras",116,0,0.163324788911268,103,24,3,0,0,0,1,226.599502597074,11,0.149832911440171,1,0,1
"253",2001,"Honduras",59,0,0.0179181391140446,58,16,3,0,0,0,1,-220.951549342845,10,0.282889607362449,0.461575330700725,0,-9
"254",2002,"Honduras",36,0,0.30584710475523,88,19,3,0,0,0,1,145.11041497919,18,0.119486896204762,0.326617183629423,0,-69
"255",2003,"Honduras",132,0,0.0729757039807737,98,18,4,0,0,0,1,-270.011569876961,34,0.0245815922971815,-1,0,1
"256",2004,"Honduras",98,0,0,58,8,-101.750918485987,-10.9377327463861,-12.8294498086779,0,0,40.0063784671667,23,-1,19.2794234141518,0.484646321623586,743.660159981084
"257",2005,"Honduras",166,0,0,72,9,-6.31099557147945,14.1448888415782,0.28467793634627,0,0,-184.212734502395,20,-1,12.0216406298784,0.39345279103145,-637.851322641569
"258",2006,"Honduras",178,0,0,76,8,-75.6192323983417,-17.7713864515756,0.229027093737386,0,0,-210.602486510912,19,-1,242.929738682607,0.360758585506119,-100.545737321016
"259",2007,"Honduras",-131.572987464659,0,0,89,12,87.4168844838351,0,0.315542675671168,0,0,47.1196802475104,7,-1,-34.2539255407151,0.403761289897375,-192.722823213841
"260",2008,"Honduras",127,0,0,50,-4.57197449572631,79.3214326593194,0,0.471467517199926,120.925416137797,0,323.296354016801,-18,-1,-343.696653419602,0.185871146270074,35.8459195942338
"261",1999,"Hong Kong",3276,0,359.720336576181,392,0.0982887278078124,19,-2,37,215,13,7,1254,52,559,152,1215.25449117394
"262",2000,"Hong Kong",3931,0,654.173409274818,690,0.486770105781034,27,-10,76,470,51,9,1699,42,661,234,1088.24844328554
"263",2001,"Hong Kong",3521,0,540,631,0.228752938448451,-19,-9,50,516,11,7,1699,37,323,91,199
"264",2002,"Hong Kong",3243,0,230.199654252812,188,-1,32,-31,70,-206,17,4,1163,51,961,19,2265.2535557006
"265",2003,"Hong Kong",4017,0,621.666013136284,487,-2,91,18,63,-88,40,5,2125,11,580,23,-23.7193201964592
"266",2004,"Hong Kong",3623,0.470908004557714,502.589108574852,566,27.2326483700224,126,29,63,-102,65,-284.201362442638,2276,44,984,175,773.469495285326
"267",2005,"Hong Kong",4385,0.337996839312837,325.695511584127,849,35.2613531842705,124,13,79,100,58,-322.956985292936,2381,30,941,597,1859.58752434149
"268",2006,"Hong Kong",5692,0.0560366179561242,256.733120019482,1065,81.4344354747526,100,6,99,262,47,-371.566016776123,2672,106,2049,577,1837.96620060782
"269",2007,"Hong Kong",7170,0.355707313749008,235.079297437989,1228,20.7679229763531,134,8,110,328,94,140.307889765178,2292,25,2140,603,329.068617540513
"270",2008,"Hong Kong",7506,0.209437709068879,-71.557456180084,1063,2.8872380867364,57,15,286,441,-127,-470.922537195477,2557,91,1994,731,2009.31758156342
"271",1999,"Hungary",382,0.073782499646768,3.99071409514218,262,19,-3,45,2,-78.9604814543578,45.421836437454,240,60,4,9,19,398.024564213796
"272",2000,"Hungary",197,0.47325176326558,686.200714911355,88,5,9,24.2815964459569,2,32.262903113241,104.132030238194,228,81,-21,4,21,701.935976303933
"273",2001,"Hungary",162,0.223905976046808,-123.673763866106,-32,18,18,33.4696767485117,2,135.463285160715,98,219,99,-45,12,78,1475.48795635622
"274",2002,"Hungary",420,0.396124863764271,98.0913322080773,329,26,-28,42.1206250911548,-6,-72,106,224,94,-80,10,84,264.917684877907
"275",2003,"Hungary",427,0.367543755215593,2.10792967703446,123,38,-20,43.3454677963281,-2,-66,4.46238333002766,80,270,-31,19,83,1560.54204167943
"276",2004,"Hungary",319,-3,93.0260829937799,-73,19,39,26.4973426830523,7,54.250164293147,17,-253,190,12,39,119,1472.40721303184
"277",2005,"Hungary",900,65.6387110896276,-238.953390572197,440,165,43,65.4714401950781,7,179.024757644028,53,45,173,28,50,145,30
"278",2006,"Hungary",1365,224.158848360848,-122.254626428706,423,67,35,66.1458422435438,26,150,-35,56,149,45,517,118,446.676431902426
"279",2007,"Hungary",2357,551.51898176461,-152.7515045535,1383,47,194,127.650560732323,840,95,-20,85,72,43,347.658867449244,170,43
"280",2008,"Hungary",2756,1148.53512565715,139.40154803897,1514,60,120,152.378273159861,934,94,-20,124,186,34,1585.43989878181,183,95
"281",1999,"India",92,70,-55,88,4,51,12,63,4,-5,-48,17,-24,1,25,-29
"282",2000,"India",288,123,-57.8708527939582,104,2,52,12,68,18,-8,-25,24,-30,4,23,-353.799942548995
"283",2001,"India",391,100,43,102,-17,137,22.9351967357429,52,20,-5,-39,95,38,33,27,-48
"284",2002,"India",328,-4,46,44,-4,117,46.2512024084018,55,-34,4,-24,116,57,48,60,-39
"285",2003,"India",595,12,-23,233,3,132,13,70,52,5,12,201,53,70,98,-49
"286",2004,"India",1049,37,-20,445,8,226,44,79,76,26,47,232,126,85,199,-54
"287",2005,"India",1466,64,0.296505256555974,437,9,237,43,96,118,60.2520778009288,-6,298,185,90,399,-7
"288",2006,"India",1913,47,0.300319094094448,564,20,235,53,95,78,21,75,248,270,173,627,-17
"289",2007,"India",2545,164,0.438838802627288,897,-4,351,57.4836090191823,257,71,50,63,365,239,155,664,61
"290",2008,"India",3587,141,0.213874931796454,1317,4,356,51.4122267848482,266,34,70.6962169914997,502,515,265,108,1155,87
"291",1999,"Indonesia",3108,2871,135,81,-8,68,-15.5311297254587,-16,150.565235855452,11.0429009737288,-2,6,0.224481721641496,-3,86.2515266862996,582.973336234191
"292",2000,"Indonesia",4153,3876,-61.2381239311756,112,0.0653224128764123,85,2.55089323184935,-12,-10,7,-3,24,0.428965852595866,-1,43,-477.411291870118
"293",2001,"Indonesia",3111,2796,122.49848729398,138,19,78,5,-8,-6,4,-3,-197.844655131533,0.279799606651068,9,15,-20
"294",2002,"Indonesia",3015,2966,-154,118,22,66,5,-8,-6,1,2,37,-1,30,3,16
"295",2003,"Indonesia",3870,3507,108,193,30,81,6,-3,-7,11.5407312682935,8,45,-1,42,-15,-9
"296",2004,"Indonesia",4237,3877,154,110,42,57,-3.99596463387701,-31.0466770272669,9.55924436930777,27.6231929098491,2,31,-3,80,6,-18
"297",2005,"Indonesia",4771,4063,-50.0531625898285,366,56,46,-6,9.5323902898985,126.355095452491,-2.8978109188778,0.390748614096083,31,-3,99,7,348.477813915659
"298",2006,"Indonesia",7468,6671,52.375134014736,511,34,70,-7,1.23208763993304,21.5789295276848,53.8539594975402,0.28234960034024,53,-3,113,9,-311.213453292641
"299",2007,"Indonesia",7485.25493857781,6477,429.586876636915,492,25,90,-8,27.8735826639606,162.304731811034,35.4450186423736,0.211322332732379,20,-3,114,54,-98.3319380591012
"300",2008,"Indonesia",7930,7005,462.032135488277,737,25,122,-9,18.2217423191319,-12.1899851026606,-18.1804353594088,0.284910488990135,1,-3,63,49,1983.53293280269
"301",1999,"Ireland",11273,-8,0.0688882782123983,10222,92,7146,37,68,1214,65,32,240,761,675,-88,-530
"302",2000,"Ireland",12482,-3,0.307352198520675,10457,93,7141,37,31,1618,89,19,462,1698,921,-190,-864
"303",2001,"Ireland",12714,-2,0.331069036619738,11216,153,6935,27,3,1941,84,29,654,1444,631,-127,-1101
"304",2002,"Ireland",18098,-1,0.394336832221597,16278,121,11879,27,3,2007,26,-107.893314859089,623,1536,901,98,-1336
"305",2003,"Ireland",23332,7,0.0955064831068739,17694,58,12114,31,29,2539,38,15,1375,2841,1148,274,-7
"306",2004,"Ireland",29592,153,0,18794,96,11399,20,54,2356,88,3,1464,3472,1300,780,3628
"307",2005,"Ireland",30751,220.422247310965,0,20129,30,10351,-2,150,4429,136,6,2516,3551,1261,1131,20086.4982828964
"308",2006,"Ireland",37855,260.191428124824,0,20496,179,9362,-2,48,5998,146,-17,2586,4159,1646,854,5275.41791409533
"309",2007,"Ireland",47320,74.9420500698519,0,21001,184,13293,-3,27,2271,49,57,4487,6393,2495,543,5180.59841963908
"310",2008,"Ireland",38421,274.182027225231,0,20908,168,13137,5,29,2195,136.260959371709,32,4884,4499,2227,1350,6782.23735746095
"311",1999,"Israel",519,0.112140522454865,0,434,78.2215405784625,-5,-0.511985699052423,25,412,-7,-7,32,40,-3,34,-17
"312",2000,"Israel",1187,0.126411341479979,0,1005,-12.9720453912869,-4,0.252020326675847,39,921,-8,-8,122,58,-8,26,-16
"313",2001,"Israel",1575,0.0888526396593079,0,1593,36.632970209191,-7,0.369740253314376,33,1529,-7,-7,58,45,-4,-84,-34
"314",2002,"Israel",896,0.0251430619973689,0,719,-31.2699283670102,-5,0.126938501256518,28,673,-6,-6,55,168,9,1,-57
"315",2003,"Israel",823,0.0149429292650893,0,520,13,6,1,6,361.332034056168,-8,0,75,182,8,33,4
"316",2004,"Israel",672,-7.89200437827905,0,336,32.7031440995108,8,0,17,271,-3.64846933681519,0,128,203,10,11,463.575802416941
"317",2005,"Israel",955,-0.805025191388586,0,529,1.96231803298768,-14,0,15,423,39.9763005608433,0,47,234,-158.259991320392,94,1
"318",2006,"Israel",1315,98.7177852620455,0,583,14.8787514397159,74.3437836751086,0,166,274,23.1451080025365,0,81,266,20,176.430695612324,-121.332244947155
"319",2007,"Israel",1368,346.662776999747,0,865,-0.385365286915044,178.675523942624,34.8620562963541,478,197,36.3476209020845,189.747917240889,154,103,-31.6874670233317,60,-1511.66347448331
"320",2008,"Israel",899,545.537700578884,0,1076,33.3365950934363,260.853994784241,36.4981637118604,623,221,93.995715814101,656.838023353211,-282,-51,10,29,-2148.96617263244
"321",1999,"Italy",3833,-29,-1,2726,293,923,115,273,328,44,236,665,22,154,70,226
"322",2000,"Italy",3414,-34,-2,2491,275,773,138,300,331,-59,155,707,14,84,105,48
"323",2001,"Italy",3597,-20,202.047833936939,2835,198,1040,114,353,515,-55,59,735,14,119,121,165.243181640626
"324",2002,"Italy",3251,-19,184.297323506819,2660,221,1054,88,328,501,-16,-7,642,-23,150,15,264.156096336604
"325",2003,"Italy",4627,-22,-115.234605950971,2748,278,960,97,327,134,82,96,1001,112,172,562,2542.34836690451
"326",2004,"Italy",3861,12,-248.415036292821,2979,291,982,105,439,177,150,74,891,-257,194,126,-710.615965273655
"327",2005,"Italy",4803,9,-189.323860330911,3256,259,962,139,555,157,81,55,1042,-38,244,177,-865.821777571904
"328",2006,"Italy",5189,12,107.579082633631,2937,250,489,219,702,213,72,-38,1400,-28,286,450,86.2638030216569
"329",2007,"Italy",6014,-2,6.55893174706141,3431,290,818,262,723,297,104,170,1196,338,169,314,-677.004639103805
"330",2008,"Italy",6152,-15,176.301382977998,3337,375,539,259,914,398,37,-4,1267,506,278,632,-740.544726122084
"331",1999,"Japan",9129,0.314243917935528,0,3230,-44,1165,16,171,960,23,31,1136,536,1729,2213,285
"332",2000,"Japan",10419,0.334050833713263,0,3774,-79,1122,33,218,993,34,21,722,654,2990,2027,252
"333",2001,"Japan",11067,3,0,3941,53,1222,37,221,410,46,81,1369,685,2972,1627,471
"334",2002,"Japan",11629,2,0,2860,25,981,25,146,146,42,141,892,614,5416,1449,398
"335",2003,"Japan",14075,1,0,3723,70,858,32,120,661,188,116,2094,697,5273,1734,552
"336",2004,"Japan",14960,16.269378565825,0,4452,21,1218,52,147,850,197,175,2175,663,5070,1908,896.056867897931
"337",2005,"Japan",16803,-23.6018000812903,0,4450,10,1620,-76,110,328,186,120,3049,617,6206,1618,2922.00502147211
"338",2006,"Japan",15718,192.919027312829,0,4682,14,1892,26,100,601,161,120,2595,681,5824,1339,1030.50112372531
"339",2007,"Japan",16277,21.9168285165529,0,4864,13,2000,34,110,708,155,64,2302,850,5619,1449,1969.04091589452
"340",2008,"Japan",17830,90.4506923061663,0,4385,10,1868,38,236,365,-97,61,2944,867,6803,1944,2300.86330715347
"341",1999,"Korea, Republic of",1143,0.326342389336787,0,548,35,109,5,33,89,-1,80,443,19,69,41,23
"342",2000,"Korea, Republic of",1591,0.0252375460695475,0,842,43,143,8,64,207,-1,135,250,96,132,236,34
"343",2001,"Korea, Republic of",1265,0.475554903619923,0,518,26,116,8,71,-34,19,128,272,101,126,210,39
"344",2002,"Korea, Republic of",1657,0.412051066290587,0,885,58,146,7,104,107,-23.1413136527557,161,293,44,210,234,-7
"345",2003,"Korea, Republic of",1953,0.181876985821873,0,1001,65,163,5,134,197,9.17088294653152,159,274,74,370,226,7
"346",2004,"Korea, Republic of",2463,0.299664817634039,-3,1316,37,231,41,82,449,52.1187654782654,196,455,56,390,241,8
"347",2005,"Korea, Republic of",2880,0.120788260130212,-3,1131,62,308,45.4156328696642,107,460,17.9362463780732,-111,586,102,834,228,3
"348",2006,"Korea, Republic of",3900,0.175190281472169,-3,1793,68,233,26.1594462928546,84,686,-23.3216157234385,458,609,49,1075,299,78
"349",2007,"Korea, Republic of",4701,0.1074369935086,-3,2327,65,111,17.3669620337224,214,759,47.1360686452373,827,733,55,1137,286,166
"350",2008,"Korea, Republic of",3056,0.0672670184867457,-3,1290,41,127,37.7613307430495,77,655,39.9644547078642,-19,366,106,878,233,187
"351",1999,"Luxembourg",356,0,0,243,0,447.643217644941,6,0.27934282599017,0,-1,0,260,-13.0310153826052,55,9,-1262.9743469576
"352",2000,"Luxembourg",-83,0,0,-550,0,420.836513070701,5,0.130893706344068,0,-1,0,276,0.243736229487695,747,7,-564
"353",2001,"Luxembourg",-170,0,0,141,0,658.511189707627,5,0.196714952355251,0,-1,0,606,0.38865736767184,367,6,-1290
"354",2002,"Luxembourg",77,0,0,142,0,275.885319290133,6,0.329958375776187,0,-1,0,463.365497929932,0.166042712284252,271,7,-2346.19054088716
"355",2003,"Luxembourg",-865,0.328374046483077,0,132,0,437.199001338357,8,0.127965537947603,0,0,0,30,1,258,8,-1294
